Sprint,Bug ID,Bug Title,Who found,Platform,Functionality,How many times reproduced,Root Cause,Status,Priorities,Severity,Created Date,Changed Date,Time for solve
-,8763,Net drives aren't available in admin mode,Customer(Internal),OPS(prod),VM,1,,To Do,3 - Medium,3 - Medium,14.07.2023,25.07.2023,11
235,8770,OPS: Fix active VM counter while creating new VM,Developer,OPS(prod),VM,1, some records in VirtualizationRemoteInstances table where RemoteInstanceId is NULL,Closed,2 - High,3 - Medium,18.07.2023,09.08.2023,22
237,8774,"Custom fields, Select type, display vs. value - Project Settings",Developer,AT Portal(prod),Wording,1,,Closed,2 - High,3 - Medium,19.07.2023,25.08.2023,37
236,8778,Catalogue autopackaging: Fix Intunewin package zip archive structure,Customer(Internal),OPS(prod),Autopackaging Wrapping,1,QA fault.,Closed,1 - Critical,3 - Medium,19.07.2023,09.08.2023,21
-,8781,"AT Portal Discovery. 500 error while saving discovery document with custom field with type ""select""",QA,"AT Portal(prod), AT Portal(dev)",Custom fields,1,,Closed,2 - High,3 - Medium,20.07.2023,27.07.2023,7
237,8782,KNAUF Windows 10 x64 EN (1909) - Copy/Paste from outer sources is not working in SystemCMD,Customer(Internal),OPS(prod),VM,1,,Closed,3 - Medium,3 - Medium,20.07.2023,28.08.2023,39
-,8785,From and Till input date fields are executed the dates from DB using UTC time zone,QA,OPS(dev),Audit,1,,To Do,2 - High,3 - Medium,21.07.2023,21.07.2023,0
-,8788,"""Discovery — Self Service - Screenshots"" is not completed in timeline, but actually is",Managment,AT Portal(prod),Timeline,1,,To Do,2 - High,3 - Medium,24.07.2023,24.07.2023,0
236,8792,VPN connection issue,DevOps,VPN,Connection,1,,Closed,3 - Medium,3 - Medium,25.07.2023,31.07.2023,6
236,8793,PWC customer can't copy an application request,Customer,AT Portal(prod),Copy Application,1,,Closed,3 - Medium,3 - Medium,26.07.2023,09.08.2023,14
-,8804,Catalogue. Notifications are sent even if disabled,Managment,AT Portal(prod),Notifications,1,,To Do,2 - High,3 - Medium,26.07.2023,26.07.2023,0
236,8828,Error while processing Factory request,Developer,AT Portal(prod),Factory Requests,1,,Closed,1 - Critical,3 - Medium,31.07.2023,09.08.2023,9
-,8835,AT: Version from tag sorting,Developer,AT Portal(prod),Tag,1,,Removed,3 - Medium,3 - Medium,31.07.2023,01.08.2023,1
-,8839,Nuget package is expired,Developer,"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,1 - Critical,3 - Medium,02.08.2023,12.08.2023,10
238,8840,Rewrite code that uses trial nuget access,Developer,"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,2 - High,3 - Medium,02.08.2023,01.09.2023,30
238,8843,Ugly Information block for Images with  multy-line comments,DevOps,Virtualization Admin,VM,1,,Closed,2 - High,3 - Medium,02.08.2023,06.09.2023,35
236,8846,The top order changed from Previous -> In Portfolio to In Portfolio -> Previous after selecting Previous version,QA,AT Portal(dev),Import,1,,Closed,3 - Medium,3 - Medium,02.08.2023,09.08.2023,7
-,8848,Discovery. Can`t process Factory Service if two project ID is present to previous version,QA,AT Portal(dev),Factory Requests,1,,To Do,3 - Medium,3 - Medium,04.08.2023,04.08.2023,0
-,8850,KPI: Fix Feedback categories grouping,Customer(Internal),OPS(prod),KPI,1,,To Do,3 - Medium,3 - Medium,04.08.2023,04.08.2023,0
-,8859,AT Portal. Fix Telerik table time filtering like in the Catalogue page,QA,"AT Portal(prod), AT Portal(dev)",Table,1,,To Do,3 - Medium,3 - Medium,09.08.2023,09.08.2023,0
-,8880,Error while obtaining filter options for Import type column in Import History,Developer,AT Portal(dev),Filtering,1,,To Do,3 - Medium,3 - Medium,11.08.2023,11.08.2023,0
-,8888,The uncorrect time is displayed during system notification creation,QA,AT Portal(dev),System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8889,The uncorrect time is displayed during system notification updating,QA,AT Portal(dev),System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8890,The 'Information' status of the System Notification created by default during System Notification creation,QA,AT Portal(dev),System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8896,"Double click on the Finish button during CSV, SCCM, Catalogue, UM import produce 2 imported applications with the same ID",QA,"AT Portal(prod), AT Portal(dev)",Import,1,,To Do,3 - Medium,3 - Medium,16.08.2023,16.08.2023,0
237,8899,500 when trying to create FR with Previous version choosen,Developer,AT Portal(prod),Factory Requests,1,QA fault.,Closed,2 - High,2 - High,16.08.2023,17.08.2023,1
237,8902,The Placeholders unavailable for the Document file name pattern Echo Settings,QA,"AT Portal(prod), AT Portal(dev)",Echo,1,,Closed,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8908,The parameters for Branding are not set after the packaging on the APE,QA,"AT Portal(prod), AT Portal(dev)",Branding,1,,To Do,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8909,The parameters for Active Setup are not set after the packaging on the APE,QA,"AT Portal(prod), AT Portal(dev)",Active Setup,1,,To Do,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8938,"The ""URI Too Long"" error occured while tracking all available Care apps on Updates page",QA,AT Portal(prod),Updates,1,,To Do,3 - Medium,3 - Medium,25.08.2023,25.08.2023,0
238,8941,AT Portal. 500 Error while making a fast transition between steps,QA,AT Portal(dev),Workflow,1,,Closed,2 - High,1 - Critical,28.08.2023,06.09.2023,9
-,8950,The AppID become +1 after Reverting app to Import - Initialize step using Timeline,QA,"AT Portal(prod), AT Portal(dev)",Timeline,1,,To Do,3 - Medium,3 - Medium,28.08.2023,28.08.2023,0
-,8952,Error occured while reverting application to import - Confirm using Timeline page,QA,"AT Portal(prod), AT Portal(dev)",Timeline,1,,To Do,3 - Medium,3 - Medium,29.08.2023,29.08.2023,0
-,8956,AT Portal. Intune button in non-current project is not displayed,QA,"AT Portal(prod), AT Portal(dev)",Menu,1,,To Do,2 - High,3 - Medium,29.08.2023,29.08.2023,0
-,8970,"AT Portal API missing validation to ""Download attachment from request""",QA,AT Portal(dev),API,1,,To Do,3 - Medium,3 - Medium,30.08.2023,30.08.2023,0
-,8984,OPS Complexity Matrix. 500 cycle-query error,QA,OPS(dev),Complexity Matrix,1,,To Do,3 - Medium,3 - Medium,04.09.2023,04.09.2023,0
238,8985,AT Portal. 500 error while Care Intune push,QA,AT Portal(dev),Intune,1,QA fault.,Closed,3 - Medium,3 - Medium,04.09.2023,06.09.2023,2
239,9012,Assignments does not work,Developer,AT Portal(prod),Assign,1,,Waiting for release,2 - High,1 - Critical,07.09.2023,07.09.2023,0
239,9054,Care+. Automatic request feature doesn't work.,Customer(Internal),AT Portal(prod),Care+,1,Developer are not mentioned to test the Triggers functionality in the Timeline task. QA are not tested the triggers properly and not provided full regression testing of Care+ functionality during planned regression testing. ,Closed,1 - Critical,3 - Medium,13.09.2023,20.09.2023,7
239,9058,Fix safebox,Developer,SafeBox,Safebox,1,The Safebox was unavailable.,Closed,2 - High,1 - Critical,14.09.2023,23.09.2023,9
-,9061,Personal date (and time?) settings not respected by Updates and Timeline,Managment,SSO Passport(prod),Settings,2,,To Do,2 - High,3 - Medium,14.09.2023,14.09.2023,0
239,9063,The Download step isn`t working if the Discovery FS has only .html uploaded file,QA,"AT Portal(prod), AT Portal(dev) ",Download,1,,To Do,3 - Medium,3 - Medium,15.09.2023,15.09.2023,0
-,9071,AT Portal. Null Reference error while creating an empty dashboard,QA,AT Portal(dev),Dashboards,1,,To Do,3 - Medium,3 - Medium,18.09.2023,18.09.2023,0
-,9075,Launcher: Infrastructure Script should be launched before other applications,Customer(Internal),AT portal(prod),Launcher,1,,To Do,3 - Medium,3 - Medium,19.09.2023,20.09.2023,1
-,9080,"The ""End by"" calendar field on Time-based trigger doesn`t work properly with some of Date Formats",QA,"AT Portal(prod), AT Portal(dev) ",Care+,1,,To Do,3 - Medium,2 - High,20.09.2023,20.09.2023,0
240,9091,Pending windows updates on PWC Germany image,Customer(Internal),OPS(prod),Virtualization,1,"not updated image, Windows updates weren`t disabled",Closed,1 - Critical,1 - Critical,25.09.2023,25.09.2023,0
240,9093,Security issue - user can download any file from any project storage,Developer,AT Portal(prod),Storage,1,,Waiting for release,2 - High,1 - Critical,25.09.2023,25.09.2023,0
240,9094,504 error during removing the file from the Storage,Customer(Internal),AT Portal(prod),Storage,1,Caused by code method,Ready for QA,3 - Medium,3 - Medium,26.09.2023,27.09.2023,1
-,9095,The Active Setup Component Raw is not deleted from the Per User Data settings,QA,"AT Portal(prod), AT Portal(dev)",Project Settings,1,,To Do,3 - Medium,3 - Medium,26.09.2023,26.09.2023,0
